Expt.,SLN
-3.38,ClC[2]=CHC(=CHCH=CH@2)NHC(=O)OCH(CH3)CH3
-2.22,ClC[2]=CHC(=CHCH=CH@2)OCH(CH3)C(=O)OH
-0.7,ClC[2]=CHC(=CHCH=CH@2)OH
-6.56,ClC[2]=CHCH=C(CH=CH@2)C[12]=CHCH=C(CH=CH@12)Cl
-5.2,ClC[2]=CHCH=C(CH=CH@2)C[12]=CHCH=CHCH=CH@12
-6.9,ClC[2]=CHCH=C(CH=CH@2)C(=C(Cl)Cl)C[16]=CHCH=C(CH=CH@16)Cl
-3.08,ClC[2]=CHCH=C(CH=CH@2)CH3
-3.27,ClC[2]=CHCH=C(CH=CH@2)Cl
-4.53,ClC[2]=CHCH=C(CH=CH@2)C(OH)(C[15]=CHCH=C(CH=CH@15)Cl)C(=O)OCH(CH3)CH3
-4.62,ClC[2]=CHCH=C(CH=CH@2)C(=O)N[14]C[15]=C(C(=C@14CH3)CH2C(=O)OH)CH=C(CH=CH@15)OCH3
-3.31,ClC[2]=CHCH=C(CH=CH@2)C(=O)OH
-1.66,ClC[2]=CHCH=C(CH=CH@2)NH2
-2.84,ClC[2]=CHCH=C(CH=CH@2)NHC(=O)CH3
-2.89,ClC[2]=CHCH=C(CH=CH@2)NHC(=O)N(CH3)CH3
-3.9,ClC[2]=CHCH=C(CH=CH@2)NHC(=O)N(CH(CH3)C#CH)CH3
-2.57,ClC[2]=CHCH=C(CH=CH@2)NHC(=O)N(OCH3)CH3
-4.89,ClC[2]=CHCH=C(CH=CH@2)OC[13]=CHCH=C(CH=CH@13)NHC(=O)N(CH3)CH3
-2.29,ClC[2]=CHCH=C(CH=CH@2)OCH2C(=O)OH
-3.61,ClC[2]=CHCH=C(CH=CH@2)OCH(N[15]N=CHN=CH@15)C(=O)C(CH3)(CH3)CH3
-0.7,ClC[2]=CHCH=C(CH=CH@2)OH
-5.74,ClC[2]=CHCH=C(CH=CH@2)SCH2SP(=S)(OCH2CH3)OCH2CH3
-3.03,ClC[2]=CHCH=C(CH=CH@2)S(=O)(=O)NHC(=O)NHCH2CH2CH3
-2.38,ClC[2]=CHCH=CHCH=CH@2
-5.18,ClC[2](C(=C(C(=C@2Cl)Cl)Cl)Cl)Cl
-2.08,ClC[2]HC[4]HCH2CH(CH(CH2@4)C#N)C@2=[S=I]NOC(=O)NHCH3
-4.51,ClC[2]HCH(CH(CH(CH(CH@2Cl)Cl)Cl)Cl)Cl
-0.87,ClC[2]N=C[4]C(N=CHN=CH@4)=NCH=@2
-0.87,ClC[2]N=C[4]N=CHN=CHC@4=NCH=@2
-2.75,ClC[2]N=C(C(=C(C=@2Cl)NH2)Cl)C(=O)OH
-5.67,ClC[2]N=C(C(=CHC=@2Cl)Cl)OP(=S)(OCH2CH3)OCH2CH3
-4.82,ClC[2]N=C(C(=CHC=@2Cl)Cl)OP(=S)(OCH3)OCH3
-4.06,ClC[2]=NC(=NC(=N@2)NHCH2CH3)N(CH2CH3)CH2CH3
-3.15,ClC[2]=NC(=NC(=N@2)NHCH2CH3)NHC(CH3)(CH3)C#N
-4.55,ClC[2]=NC(=NC(=N@2)NHCH2CH3)NHCH2CH3
-3.85,ClC[2]=NC(=NC(=N@2)NHCH2CH3)NHCH(CH3)CH3
-4.43,ClC[2]=NC(=NC(=N@2)NHCH(CH3)CH3)NHCH(CH3)CH3
-4.95,ClC[2]=CHC[5]HC[7]HC(C(CH2CH2@7)(OC(=O)CH3)C(=O)CH3)(CH2CH2CH@5C[38](C@2=CHC(CH=CH@38)=O)CH3)CH3
-5.38,ClC[2]=C(C[4]=C(CH=C(CH=CH@4)OP(=S)(OCH2CH3)OCH2CH3)OC@2=O)CH3
-2.87,ClC[2]=C(CH=NN(C@2=O)C[10]=CHCH=CHCH=CH@10)NH2
-2.48,ClC[2]=C(NHC(N(C@2=O)C(CH3)(CH3)CH3)=O)CH3
-4.91,ClC(=C(Cl)C(=C(Cl)Cl)Cl)Cl
-4.88,ClC(=C(Cl)CH2SC(=O)N(CH(CH3)CH3)CH(CH3)CH3)Cl
-4.23,ClC(=C(Cl)CH=C(Cl)Cl)Cl
-2.54,ClC(=C(Cl)Cl)Cl
-3.39,ClC(=CH2)CH2SC(=S)N(CH2CH3)CH2CH3
-2.51,ClC(CH2CH3)(CH3)CH3
-1.64,ClC(=CH2)Cl
-6.29,ClC(=CHC[5]HC(CH@5C(=O)OCH2C[16]=CHC(=CHCH=CH@16)OC[27]=CHCH=CHCH=CH@27)(CH3)CH3)Cl
-2.69,ClC(CH(Cl)CH3)(CH3)CH3
-1.96,ClC(=CHCl)Cl
-1.84,ClC(Cl)(Cl)C[5]HOC[8]HOCH(CH(CH@8O@5)OH)CH(OH)CH2OH
-3.76,ClC(Cl)(Cl)C[5]N=C(CH=CHCH=@5)Cl
-3.67,ClC(Cl)(Cl)C(Cl)(Cl)Cl
-2.18,ClC(Cl)(Cl)CH2Cl
-2,ClC(Cl)(Cl)CH3
-6.62,ClC(Cl)(Cl)CH(C[7]=C(CH=CHCH=CH@7)Cl)C[18]=CHCH=C(CH=CH@18)Cl
-7.15,ClC(Cl)(Cl)CH(C[7]=CHCH=C(CH=CH@7)Cl)C[18]=CHCH=C(CH=CH@18)Cl
-6.89,ClC(Cl)(Cl)CH(C[7]=CHCH=C(CH=CH@7)OCH3)C[22]=CHCH=C(CH=CH@22)OCH3
-2.6,ClC(Cl)(Cl)CH(Cl)Cl
-4.19,ClC(Cl)(Cl)CH(N[7]CH2CH2N(CH2CH2@7)CH(NHCH=O)C(Cl)(Cl)Cl)NHCH=O
-0.22,ClC(Cl)(Cl)CH(P(=O)(OCH3)OCH3)OH
-2.31,ClC(Cl)(Cl)Cl
-5.4,ClC(Cl)(SN[5]C(C[7]HCH(CH2CH=CHCH2@7)C@5=O)=O)CH(Cl)Cl
-2.39,ClCH2C[5]=CHCH=CHCH=CH@5
-4.37,ClCH2C#CCH2OC(=O)NHC[15]=CHC(=CHCH=CH@15)Cl
-3.99,ClCH2CH2CH2CH2CH2CH2CH3
-3.12,ClCH2CH2CH2CH2CH2CH3
-2.73,ClCH2CH2CH2CH2CH3
-2.03,ClCH2CH2CH2CH3
-1.62,ClCH2CH2CH2Cl
-1.47,ClCH2CH2CH3
-1.06,ClCH2CH2Cl
-0.29,ClCH2CH2C#N
-1.12,ClCH2CH2OCH2CH2Cl
-1.16,ClCH2CH2S(=O)CH2CH2Cl
-1.5,ClCH2CH2S(=O)(=O)CH2CH2Cl
-1.36,ClCH2CH=CH2
-2,ClCH2CH(CH3)CH3
-0.11,ClCH2CH(OH)CH2Cl
-6.34,ClCH2CH(SP(=S)(OCH2CH3)OCH2CH3)N[26]C(C[28]=C(CH=CHCH=CH@28)C@26=O)=O
-0.63,ClCH2Cl
-4.19,ClCH2C(=O)N(CH2OCH2CH2CH2CH3)C[25]=C(CH=CHCH=C@25CH2CH3)CH2CH3
-3.26,ClCH2C(=O)N(CH2OCH3)C[16]=C(CH=CHCH=C@16CH2CH3)CH2CH3
-2.73,ClCH2C(=O)N(CH(CH2OCH3)CH3)C[22]=C(CH=CHCH=C@22CH3)CH2CH3
-2.48,ClCH2C(=O)N(CH(CH3)CH3)C[18]=CHCH=CHCH=CH@18
-0.02,ClCH2C(=O)NH2
0.93,ClCH2C(=O)OH
-1.5,ClCH2S(=O)(=O)CH2CH2Cl
-3.77,ClCH(CH2C[7]=CHCH=C(CH=CH@7)Cl)C(=O)OCH3
-2.63,ClCH(CH2CH2CH3)CH3
-2.63,ClCH(CH2CH3)CH2CH3
-1.96,ClCH(CH2CH3)CH3
-1.92,ClCH(CH2Cl)CH2Cl
-1.6,ClCH(CH2Cl)CH3
-1.41,ClCH(CH3)CH3
-2.7,ClCH(CH(Cl)CH3)CH3
-2.68,ClCH(Cl)C[5]HNHS(C[10]=C(CH=C(C(=CH@10)S(=O)(=O)NH2)Cl)NH@5)(=O)=O
-2.4,ClCH(Cl)CH2CH2CH3
-1.48,ClCH(Cl)CH2Cl
-1.29,ClCH(Cl)CH3
-6.51,ClCH(Cl)CH(C[7]=C(CH=CHCH=CH@7)Cl)C[18]=CHCH=C(CH=CH@18)Cl
-7.2,ClCH(Cl)CH(C[7]=CHCH=C(CH=CH@7)Cl)C[18]=CHCH=C(CH=CH@18)Cl
-1.74,ClCH(Cl)CH(Cl)Cl
-1.17,ClCH(Cl)Cl
-1.62,ClCH(Cl)C(=O)N(CH2CH=CH2)CH2CH=CH2
-5.03,ClCH(Cl)C(=O)NHC[9]=C(C(C[12]=C(CH=CHCH=CH@12)C@9=O)=O)Cl
-1.3,ClCH=[S=I]CHCl
-1.3,ClCH=[S=N]CHCl
-4.08,ClC(=[S=I]CHCl)CH2SC(=O)N(CH(CH3)CH3)CH(CH3)CH3
-2.6,ClN[2]C(C(N(C@2=O)Cl)=O)(CH3)CH3
-6.02,FC[2]=C(C(=CHCH=CH@2)F)C(=O)NHC(=O)NHC[20]=CHCH=C(CH=CH@20)Cl
-2.38,FC[2]=C(CH=C(C(=CH@2)F)F)F
-2.31,FC[2]=C(CH=C(CH=C@2F)F)F
-4.49,FC[2]=C(CH=CHC(=CH@2)CH(CH3)C(=O)OH)C[21]=CHCH=CHCH=CH@21
-3.37,FC[2]=C(CH=CHCH=CH@2)C(OH)(CH2N[18]N=CHN=CH@18)C[25]=CHCH=C(CH=CH@25)F
-4.32,FC[2]CH(C[5]HC(C[8](OC(OCH@8CH2@5)(CH3)CH3)C(=O)CH2OH)(CH2CH@2OH)CH3)CH2CH2C[49]=CHC(CH=CHC@2@49CH3)=O
-3.43,FC[2]CH(C[5]HC(C(CH2CH2@5)(OH)C(=O)CH2OH)(CH2CH@2OH)CH3)CH2CH2C[41]=CHC(CH2CH2C@2@41CH3)=O
-4.1,FC[2]CH(C[5]HC(C(CH2CH2@5)(OH)C(=O)CH3)(CH2CH@2OH)CH3)CH2CH(C[39]=CHC(CH=CHC@2@39CH3)=O)CH3
-4.71,FC[2]CH(C[5]HC(C(CH(CH2@5)CH3)(OC(=O)CH2CH2CH2CH3)C(=O)CH2OH)(CH2CH@2OH)CH3)CH2CH2C[58]=CHC(CH=CHC@2@58CH3)=O
-4.9,FC[2]CH(C[5]HC(C(CH(CH2@5)CH3)(OC(=O)CH3)C(=O)CH2OH)(CH2CH@2OH)CH3)CH2CH2C[49]=CHC(CH=CHC@2@49CH3)=O
-4.9,FC[2]CH(C[5]HC(C(CH(CH2@5)CH3)(OH)C(=O)CH2OC(=O)CH3)(CH2CH@2OH)CH3)CH2CH2C[49]=CHC(CH=CHC@2@49CH3)=O
-3.64,FC[2]CH(C[5]HC(C(CH(CH2@5)CH3)(OH)C(=O)CH2OH)(CH2CH@2OH)CH3)CH2CH2C[44]=CHC(CH=CHC@2@44CH3)=O
-4.13,FC[2]CH(C[5]HC(C(CH(CH2@5)OC(=O)CH3)(OH)C(=O)CH2OC(=O)CH3)(CH2CH@2OH)CH3)CH2CH2C[52]=CHC(CH=CHC@2@52CH3)=O
-3.69,FC[2]CH(C[5]HC(C(CH(CH2@5)OH)(OH)C(=O)CH2OH)(CH2CH@2OH)CH3)CH2CH2C[42]=CHC(CH=CHC@2@42CH3)=O
-2,FC[2]=CHC(=CHCH=CH@2)F
-2.54,FC[2]=CHCH=C(CH=CH@2)CH2Cl
-4.43,FC[2]=CHCH=C(CH=CH@2)C(=O)CH2CH2CH2N[23]CH2CH2C(CH2CH2@23)(OH)C[39]=CHCH=C(CH=CH@39)Cl
-1.97,FC[2]=CHCH=C(CH=CH@2)F
-1.78,FC[2]=CHCH=C(CH=CH@2)NHC(=O)CH3
-1.8,FC[2]=CHCH=CHCH=CH@2
-1.07,FC[2]=CHNHC(NHC@2=O)=O
-3.04,FC(F)(Cl)C(F)(Cl)Cl
-3.12,FC(F)(Cl)C(F)(F)Cl
-3.59,FC(F)(F)C[5]C(=CHC[9]=C(CH=@5)NHCH(NHS@9(=O)=O)CH2C[25]=CHCH=CHCH=CH@25)S(=O)(=O)NH2
-1.6,FC(F)(F)C[5]=C(CH=CHCH=CH@5)C(=O)OH
-4.15,FC(F)(F)C[5]=CHC[8]=C(CH=CH@5)SC[15]=C(CH=CHCH=CH@15)N@8CH2CH2CH2N[35]CH2CH2N(CH2CH2@35)CH2CH2OH
-4.52,FC(F)(F)C[5]=CHC[8]=C(CH=CH@5)SC[15]=C(CH=CHCH=CH@15)N@8CH2CH2CH2N[35]CH2CH2N(CH2CH2@35)CH3
-5.3,FC(F)(F)C[5]=CHC[8]=C(CH=CH@5)SC[15]=C(CH=CHCH=CH@15)N@8CH2CH2CH2N(CH3)CH3
-4.44,FC(F)(F)C[5]=CHC(=CHCH=CH@5)C[15]=CHN(CH=C(C@15=O)C[24]=CHCH=CHCH=CH@24)CH3
-8.4,FC(F)(F)C[5]=CHC(=CHCH=CH@5)C(N[16]N=CHN=CH@16)(C[23]=CHCH=CHCH=CH@23)C[34]=CHCH=CHCH=CH@34
-4.04,FC(F)(F)C[5]=CHC(=CHCH=CH@5)N[15]N=CHC(=C(C@15=O)Cl)NHCH3
-1.47,FC(F)(F)C[5]=CHC(=CHCH=CH@5)NH2
-4.36,FC(F)(F)C[5]=CHC(=CHCH=CH@5)NHC[17]=C(CH=CHCH=CH@17)C(=O)OH
-4.17,FC(F)(F)C[5]=CHC(=CHCH=CH@5)NHC[17]N=CHCH=CHC=@17C(=O)OH
-3.43,FC(F)(F)C[5]=CHC(=CHCH=CH@5)NHC(=O)N(CH3)CH3
0.3,FC(F)(F)CH(OH)CH3
-3.24,FC(F)(F)S(=O)(=O)NHC[10]=C(CH=C(C(=CH@10)NHC(=O)CH3)CH3)CH3
-3.8,FC(F)(F)S(=O)(=O)NHC[10]=C(CH=C(CH=CH@10)S(=O)(=O)C[22]=CHCH=CHCH=CH@22)CH3
-5.22,IC[2]=C(C(=CHC(=CH@2)CH2CH(NH2)C(=O)OH)I)OC[24]=CHC(=C(CH=CH@24)OH)I
-2.86,IC[2]=C(C(=CHC(=CH@2)CH2CH(NH2)C(=O)OH)I)OH
-3.61,IC[2]=C(C(=CHC(=CH@2)C#N)I)OH
-3.31,IC[2]=C(C(=CHC(=CH@2)I)C(=O)OH)OH
-6.62,IC[2]=C(CH=C(C(=CH@2)Cl)OP(=S)(OCH3)OCH3)Cl
-4.21,IC[2]=C(CH=CHCH=CH@2)C(=O)NHC[16]=CHCH=CHCH=CH@16
-2.73,IC[2]=C(CH=CHCH=CH@2)C(=O)OH
-3.27,IC[2]=CHC(=CHCH=CH@2)C(=O)OH
-3.13,IC[2]=CHCH=C(CH=CH@2)F
-3.25,IC[2]=CHCH=C(CH=CH@2)NHC(=O)CH3
-2.78,IC[2]=CHCH=CHCH=CH@2
-3.46,IC[2]NHC(=C(C=@2I)I)I
-3.46,IC[2]NHC(=C(C=@2I)I)I
-4.81,ICH2CH2CH2CH2CH2CH2CH3
-2.96,ICH2CH2CH2CH3
-2.29,ICH2CH2CH3
-0.43,ICH2CH2C(=O)OH
-1.6,ICH2CH3
-1,ICH3
-2.09,ICH(CH3)CH3
-3.22,ICH=[S=I]CHI
-3.22,ICH=[S=N]CHI
-1.32,N[1](CH=CHCH=C=CH@1)CH2C[14]=C(N[16]CH(SCH2@14)CH(C@16=O)NHC(=O)CH2C[34]SCH=CHCH=@34)C(OH)=O
-1.99,N[1:+1](=C(N=C(CH=C@1NH2)N[11]CH2CH2CH2CH2CH2@11)NH2)O[-1]
-3.97,N[1]C[2]C[3]N=CHCH=C(C=@3CH=CHC=@2C(=CHCH=@1)CH3)CH3
-2.78,N[1]C[2]=C(C[4]=C(CH=@1)CH=CHCH=CH@4)CH=CHCH=CH@2
-3.36,N[1]C[2]=C(C[4]=C(CH=CH@2)CH=CHCH=CH@4)CH=CHCH=@1
-5.54,N[1](C[2]=C(C(=C@1CH3)CH2C(=O)OH)CH=C(CH=CH@2)OCH3)C(=O)CH=[S=I]CHC[35]=CHCH=CHCH=CH@35
-5.54,N[1](C[2]=C(C(=C@1CH3)CH2C(=O)OH)CH=C(CH=CH@2)OCH3)C(=O)CH=[S=N]CHC[35]=CHCH=CHCH=CH@35
-1.94,N[1]C[2]=C(C(=CHC=@1CH3)CH3)CH=CHCH=CH@2
-1.2,N[1]C[2]=C(C(=CHC=@1CH3)OH)CH=CHCH=CH@2
-2.54,N[1]C[2]=C(C(=CHCH=CH@2)OH)CH=CHCH=@1
-1.87,N[1](C[2]C(CH2CH2@1)(CH2C(CH=CH@2)=O)C[19]=C(CH=CHC(=C@19OH)OCH3)CH2CH2@2)CH3
-3.67,N[1]C[2]C(CH=C[6]C=@1CH=CHCH=CH@6)=CHCH=CHCH=@2
-2.16,N[1]C[2]=C(CH=C(CH=CH@2)OH)CH=CHCH=@1
-5.4,N[1]C[2]=C(CH=CHC=@1C[9]N=C[11]C(=CHCH=@9)CH=CHCH=CH@11)CH=CHCH=CH@2
-1.94,N[1]C[2]=C(CH=CHC=@1CH3)CH=CHC(=CH@2)CH3
-2.42,N[1]C[2]=C(CH=CHCH=@1)CH=CHCH=C@2OH
-1.3,N[1]C[2]=C(CH=CHCH=@1)CH=CHCH=CH@2
-4.19,N[1](C[2]=C(CH=CHCH=CH@2)CH2CH2C[18]=C@1CH=CHCH=CH@18)CH2CH2CH2N(CH3)CH3
-3.66,N[1](C[2]=C(CH=CHCH=CH@2)CH2CH2C[18]=C@1CH=CHCH=CH@18)CH2CH2CH2NHCH3
-2.68,N[1]C[2]=C(N=CHCH=@1)CH=CHC[13]=C@2CH=CHCH=CH@13
-2.09,N[1]C[2]HC[4](C[5]HN(C[8]=C@4CH=C(C(=CH@8)OCH3)OCH3)C(CH2C[30]HOCH2CH=C(CH2@1)CH(CH@5@30)CH2@2)=O)CH2CH2@1
-2.09,N[1]C[2]HC[4](C[5]HN(C[8]=C@4CH=C(C(=CH@8)OCH3)OCH3)C(CH2C[30]HOCH2CH=C(CH2@1)CH(CH@5@30)CH2@2)=O)CH2CH2@1
-3.32,N[1]C[2]HC[4](C[5]HN(C[8]=C@4CH=CHCH=CH@8)C(CH2C[22]HOCH2CH=C(CH2@1)CH(CH@5@22)CH2@2)=O)CH2CH2@1
-3.32,N[1]C[2]HC[4](C[5]HN(C[8]=C@4CH=CHCH=CH@8)C(CH2C[22]HOCH2CH=C(CH2@1)CH(CH@5@22)CH2@2)=O)CH2CH2@1
-1.52,N[1](C[2]HC[4]HC[6](CH(OC[10]C@6=C(CH=CHC=@10OCH3)CH2@2)CH(CH=CH@4)OH)CH2CH2@1)CH3
-3.28,N[1](C[2]HC[4]HC[6](CH(OC[10]C@6=C(CH=CHC=@10OH)CH2@2)CH(CH=CH@4)OH)CH2CH2@1)CH3
-1.87,N[1](C[2]HC[4]HC(CH2CH2@1)(CH2C(CH=CH@4)=O)C[22]=C(CH=CHC(=C@22OH)OCH3)CH2@2)CH3
-2.82,N[1]C[2]HC[4]HN(C[7]=C(CH=CHCH=CH@7)C[17]@4CH(CH(CH@1CH2@17)CH(CH(CH@1OH)CH2CH3)CH2@2)OH)CH3
-0.48,N[1](C[2]HC[4]HOCH@4CH@1CH2CH(CH2@2)OC(=O)CH(CH2OH)C[29]=CHCH=CHCH=CH@29)CH3
-1.91,N[1](C[2]HCH2CH(CH2CH@1CH2CH2@2)OC(=O)CH(CH2OH)C[30]=CHCH=CHCH=CH@30)CH3
-2.23,N[1](C[2]HCH(CH(CH2CH@1CH2CH2@2)OC(=O)C[22]=CHCH=CHCH=CH@22)C(=O)OCH3)CH3
-0.02,N[1](C[2]HCH(CH(CH2CH@1CH2CH2@2)OH)C(=O)OH)CH3
-0.12,N[1]C[2]N=CHCH=NC=@2CH=NC=@1CH3
-1.11,N[1]C[2]N=CHCH=NC=@2CH=NC=@1OCH3
0.02,N[1]C[2]N=CHCH=NC=@2CH=NCH=@1
-0.47,N[1]C[2]N=CHCH=NC=@2C(=NCH=@1)CH3
-1.11,N[1]C[2]N=CHCH=NC=@2C(=NCH=@1)OCH3
0.06,N[1]C[2]N=CHC(=NC=@2CH=NCH=@1)CH3
-1.14,N[1]C[2]N=CHC(=NC=@2CH=NCH=@1)OCH3
-1.95,N[1](C[2]N=CHN=C(C=@2CH=CH@1)NH2)C[16]HOCH(CH(CH@16OH)OH)CH2OH
-3.68,N[1](C[2]=NC(NHC(C@2=NC[10]=C@1CH=C(C(=CH@10)CH3)CH3)=O)=O)CH2CH(OH)CH(OH)CH(OH)CH2OH
0.38,N[1]=C(C(=CHCH=CH@1)CH3)CH3
0.38,N[1]=C(CH=C(CH=CH@1)CH3)CH3
0.4,N[1]=C(CH=CHC(=CH@1)CH3)CH3
0.45,N[1]=C(CH=CHCH=C@1CH3)CH3
-1.42,N[1]=C(CH=CHCH=CH@1)C[11]N=CHCH=CHCH=@11
1.02,N[1]=C(CH=CHCH=CH@1)OH
-3.14,N[1](CH2CH2C[8]=C(C(=C[11]C(=CH@8)OCH2O@11)OCH3)CH@1C[27]HOC(C[31]=C@27CH=CHC(=C@31OCH3)OCH3)=O)CH3
-4.11,N[1](CH2CH2C[8]=C(CH=C[12]C(=CH@8)OCH2O@12)CH@1C[23]HOC(C[27]=C@23CH=CHC(=C@27OCH3)OCH3)=O)CH3
-1.89,N[1](CH2CH2C(CH2CH2@1)(C[15]=CHCH=CHCH=CH@15)C(=O)OCH2CH3)CH3
1,N[1](CH2CH2CH2C@1=O)CH3
-1.42,N[1](CH2CH2CH2CH2@1)CH2NHC(=O)C[21]=C(CH(C[25]HCH2C[30]HC(C[33]=C(C(=CHCH=CH@33)OH)C(C@30=C(C@25(C@21=O)OH)OH)=O)(OH)CH3)N(CH3)CH3)OH
0.23,N[1](CH2CH2CH2CH2CH2@1)CH3
-3.46,N[1](CH2CH2CH2CH2CH2@1)C(=O)CH=[S=N]CHCH=[S=N]CHC[27]=CHC[30]=C(CH=CH@27)OCH2O@30
-3.46,N[1](CH2CH2CH2CH2CH2@1)C(=O)CH=[S=I]CHCH=[S=I]CHC[27]=CHC[30]=C(CH=CH@27)OCH2O@30
-0.17,N[1](CH2CH2CH2CH2CH2@1)N=O
-2.07,N[1]CH2CH2CH(C@1=NC[12]=C(CH=CHCH=CH@12)CH@1OH)OH
0.81,N[1](CH2CH2CH=C(CH2@1)C(=O)OCH3)CH3
-2.15,N[1](CH2CH2NHC@1=O)C(=O)NHCH2CH(CH3)CH3
-2.98,N[1](CH2CH2NHCH2CH2@1)C[16]=NC[18]=C(CH=N@16)C(C(=CHN@18CH2CH3)C(=O)OH)=O
1,N[1](CH2CH2OCH2CH2@1)CH3
0.72,N[+1](CH2C(=O)OH)(CH3)(CH3)CH3
-1.45,N[1]=CHC[4]=C(CH=CH@1)CH=CHCH=CH@4
-1.89,N[1]CH(C[4]HCH2N[9]CH(CH(CH2@1)CH2@4)CH2CH2CH2CH2@9)CH2CH2CH2CH2@1
0.36,N[1]=CHC(=C(CH=CH@1)CH3)CH3
0.38,N[1]=CHC(=CHC(=CH@1)CH3)CH3
0.96,N[1]=CHC(=CHCH=CH@1)CH2OH
-0.46,N[1]=CHC(=CHCH=CH@1)C(=O)OCH3
-0.84,N[1]=CHC(=CHCH=CH@1)C(=O)OH
-0.46,N[1]=CHC(=CHCH=CH@1)OH
0.79,N[1](CH(CH2CH2CH2@1)C[13]=CHN=CHCH=CH@13)CH3
-1.55,N[1](CH(CH2CH2CH2CH2@1)C(=O)NHC[20]=C(CH=CHCH=C@20CH3)CH3)CH3
-2.63,N[1]CH(CH2CH(CH(CH2@1)CH2CH3)CH2CH2@1)CH(OH)C[31]C[32]=C(N=CHCH=@31)CH=CHCH=CH@32
-2.76,N[1]CH(CH2CH(CH(CH2@1)CH=CH2)CH2CH2@1)CH(OH)C[29]C[30]=C(N=CHCH=@29)CH=CHC(=CH@30)OCH3
-3.07,N[1]CH(CH2CH(CH(CH2@1)CH=CH2)CH2CH2@1)CH(OH)C[29]C[30]=C(N=CHCH=@29)CH=CHCH=CH@30
-1.54,N[1]=CHCH=C(CH=CH@1)C[11]=CHCH=NCH=CH@11
1.02,N[1]=CHCH=C(CH=CH@1)OH
0.76,N[1]=CHCH=CHCH=CH@1
-0.17,N[1](CH=NC[5]=C@1C(N(C(N@5CH3)=O)CH3)=O)CH2CH(OH)CH2OH
-0.97,N[1](CH=NC[5]=C@1C(N(C(N@5CH3)=O)CH3)=O)CH3
-1.23,N[1](CH=NC[5]=C@1N=CHNHC@5=O)C[14]HOCH(CH(CH@14OH)OH)CH2OH
-2.6,N[1]=CHN=CHC(=CH@1)C(OH)(C[13]HCH2CH2@13)C[21]=CHCH=C(CH=CH@21)OCH3
1.1,N[1]=CHN=CHCH=CH@1
-1.16,N[1]=CHOC[5]=C@1CH=CHCH=CH@5
-3.37,N[1](CH=C(C(C[6]=C@1N=C(CH=CH@6)CH3)=O)C(=O)OH)CH2CH3
0.96,N[1](CH=CHCH=CHC@1=O)CH3
-0.8,N[1](CH=CHC(NHC@1=O)=O)CH3
-1.56,N[1](C(NHC[5]=C(NHC(NH@5)=O)C@1=O)=O)CH3
-2.23,N[1](C(NHC(C(C@1=O)(CH2CH3)CH2CH3)=O)=O)CH3
-2.74,N[1](C(NHC(C(C@1=O)(CH3)C[13]=CHCH2CH2CH2CH2@13)=O)=O)CH3
-7.42,N[1]HC[3]=C(C[5]=C@1C[7]=C(CH=CH@5)CH=CHCH=CH@7)CH=CHC[25]=C@3CH=CHCH=CH@25
-4.97,N[1]HC[3]=C(C[5]=C@1CH=CHCH=CH@5)CH=CHCH=CH@3
-2.57,N[1]HC[3]=C(C(=CH@1)CH2CH(NH2)CH2CH3)CH=CHCH=CH@3
-1.23,N[1]HC[3]=C(C(=CH@1)CH2CH(NH2)C(=O)OH)CH=CHCH=CH@3
-2.07,N[1]HC[3]=C(C(=CH@1)CH2C(=O)OH)CH=CHCH=CH@3
-2.42,N[1]HC[3]=C(C(=CH@1)CH3)CH=CHCH=CH@3
-1.52,N[1]HC[3]=C(CH=CH@1)CH=CHCH=CH@3
-2.14,N[1]HC[3]=C(CH=CHCH=CH@3)CH=CHC@1=O
-2.12,N[1]HC[3]N=CHN=C(C=@3N=CH@1)NH2
-2.61,N[1]HC(C[4]=C(CH=CHCH=CH@4)C@1=O)=O
-2.34,N[1]HC(C(CH2CH2C@1=O)(CH2CH3)C[20]=CHCH=CHCH=CH@20)=O
0.3,N[1]HC(CH2CH2C@1=O)=O
-1.13,N[1]HC(CH2CH(CH2C@1=O)CH2CH(OH)C[21]HCH2CH(CH2CH(C@21=O)CH3)CH3)=O
-4.1,N[1]HC(C(NHC@1=O)=O)(C[10]=CHCH=CHCH=CH@10)C[21]=CHCH=CHCH=CH@21
0.36,N[1]HCH2C[6]HCH2N[11]C(=CHCH=CHC@11=O)CH(CH2@1)CH2@6
-1.04,N[1]HCH2CH2C[9]=C@1CH=CHCH=CH@9
1.07,N[1]HCH2CH2CH2C@1=O
1.15,N[1]HCH2CH2CH2CH2@1
1.07,N[1]HCH2CH2CH2CH2CH2@1
1.07,N[1]HCH2CH2NHCH2CH2@1
-2.6,N[1]HCH2CH2N=C@1CH2N(CH2C[18]=CHCH=CHCH=CH@18)C[29]=CHCH=CHCH=CH@29
1.06,N[1]HCH2CH2OCH2CH2@1
-0.4,N[1]HCH2C(NHC@1=O)=O
-0.83,N[1]HCH2C(NHCH2C@1=O)=O
-2.64,N[1]HCH2NHC(C(C@1=O)(CH2CH3)C[19]=CHCH=CHCH=CH@19)=O
-1.5,N[1]HCH(CH2CH2CH2CH2@1)CH2CH2CH3
-1.5,N[1]HCH(CH2CH2CH2CH2@1)CH2CH3
-0.45,N[1]HCH(CH2CH2CH2CH2@1)CH2C(=O)CH3
0.74,N[1]HCH(CH2NHCH2CH2@1)CH3
